discipline_title,slug_game,event_title,event_gender,medal_type,participant_type,participant_title,athlete_url,athlete_full_name,country_name
Biathlon,beijing-2022,Women's 10km Pursuit,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/tiril-eckhoff,Tiril ECKHOFF,Norway
Biathlon,beijing-2022,Women's 10km Pursuit,Women,GOLD,Athlete,,https://olympics.com/en/athletes/marte-olsbu-roeiseland,Marte Olsbu ROEISELAND,Norway
Biathlon,beijing-2022,Men's 10km Sprint,Men,SILVER,Athlete,,https://olympics.com/en/athletes/quentin-fillon-maillet,Quentin FILLON MAILLET,France
Biathlon,beijing-2022,Men's 10km Sprint,Men,GOLD,Athlete,,https://olympics.com/en/athletes/johannes-thingnes-boe,Johannes Thingnes BOE,Norway
Biathlon,beijing-2022,Men's 10km Sprint,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/tarjei-boe,Tarjei BOE,Norway
Biathlon,beijing-2022,Women's 7.5km Sprint,Women,SILVER,Athlete,,https://olympics.com/en/athletes/elvira-oeberg,Elvira OEBERG,Sweden
Biathlon,beijing-2022,Women's 7.5km Sprint,Women,GOLD,Athlete,,https://olympics.com/en/athletes/marte-olsbu-roeiseland,Marte Olsbu ROEISELAND,Norway
Biathlon,beijing-2022,Women's 7.5km Sprint,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/dorothea-wierer,Dorothea WIERER,Italy
Biathlon,beijing-2022,Women's 4x6km Relay,Women,GOLD,GameTeam,Sweden,,UNDEFINED,Sweden
Biathlon,beijing-2022,Women's 4x6km Relay,Women,SILVER,GameTeam,ROC,,UNDEFINED,ROC
Biathlon,beijing-2022,Women's 4x6km Relay,Women,BRONZE,GameTeam,Germany,,UNDEFINED,Germany
Biathlon,beijing-2022,Men's 15km Mass Start,Men,SILVER,Athlete,,https://olympics.com/en/athletes/martin-ponsiluoma,Martin PONSILUOMA,Sweden
Biathlon,beijing-2022,Men's 15km Mass Start,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/vetle-sjaastad-christiansen,Vetle Sjaastad CHRISTIANSEN,Norway
Biathlon,beijing-2022,Men's 15km Mass Start,Men,GOLD,Athlete,,https://olympics.com/en/athletes/johannes-thingnes-boe,Johannes Thingnes BOE,Norway
Biathlon,beijing-2022,Men's 20km Individual,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/johannes-thingnes-boe,Johannes Thingnes BOE,Norway
Biathlon,beijing-2022,Men's 20km Individual,Men,SILVER,Athlete,,https://olympics.com/en/athletes/smolski,Anton SMOLSKI,Belarus
Biathlon,beijing-2022,Men's 20km Individual,Men,GOLD,Athlete,,https://olympics.com/en/athletes/quentin-fillon-maillet,Quentin FILLON MAILLET,France
Biathlon,beijing-2022,Men's 4x7.5km Relay,Men,GOLD,GameTeam,Norway,,UNDEFINED,Norway
Biathlon,beijing-2022,Men's 4x7.5km Relay,Men,SILVER,GameTeam,France,,UNDEFINED,France
Biathlon,beijing-2022,Men's 4x7.5km Relay,Men,BRONZE,GameTeam,ROC,,UNDEFINED,ROC
Biathlon,beijing-2022,Women's 15km Individual,Women,GOLD,Athlete,,https://olympics.com/en/athletes/denise-herrmann,Denise HERRMANN,Germany
Biathlon,beijing-2022,Women's 15km Individual,Women,SILVER,Athlete,,https://olympics.com/en/athletes/anais-chevalier,Anais CHEVALIER,France
Biathlon,beijing-2022,Women's 15km Individual,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/marte-olsbu-roeiseland,Marte Olsbu ROEISELAND,Norway
Alpine Skiing,beijing-2022,Men's Slalom,Men,GOLD,Athlete,,https://olympics.com/en/athletes/noel,Clement NOEL,France
Alpine Skiing,beijing-2022,Men's Slalom,Men,SILVER,Athlete,,https://olympics.com/en/athletes/strolz,Johannes STROLZ,Austria
Alpine Skiing,beijing-2022,Men's Slalom,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/foss-solevaag,Sebastian FOSS-SOLEVAAG,Norway
Alpine Skiing,beijing-2022,Men's Downhill,Men,GOLD,Athlete,,https://olympics.com/en/athletes/beat-feuz,Beat FEUZ,Switzerland
Alpine Skiing,beijing-2022,Men's Downhill,Men,SILVER,Athlete,,https://olympics.com/en/athletes/johan-clarey,Johan CLAREY,France
Alpine Skiing,beijing-2022,Men's Downhill,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/matthias-mayer,Matthias MAYER,Austria
Alpine Skiing,beijing-2022,Women's Super-G,Women,SILVER,Athlete,,https://olympics.com/en/athletes/puchner,Mirjam PUCHNER,Austria
Alpine Skiing,beijing-2022,Women's Super-G,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/michelle-gisin,Michelle GISIN,Switzerland
Alpine Skiing,beijing-2022,Women's Super-G,Women,GOLD,Athlete,,https://olympics.com/en/athletes/lara-gut,Lara GUT - BEHRAMI,Switzerland
Alpine Skiing,beijing-2022,Men's Super-G,Men,GOLD,Athlete,,https://olympics.com/en/athletes/matthias-mayer,Matthias MAYER,Austria
Alpine Skiing,beijing-2022,Men's Super-G,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/aleksander-aamodt-kilde,Aleksander Aamodt KILDE,Norway
Alpine Skiing,beijing-2022,Men's Super-G,Men,SILVER,Athlete,,https://olympics.com/en/athletes/cochran-siegle,Ryan COCHRAN-SIEGLE,United States of America
