discipline_title,slug_game,event_title,event_gender,medal_type,participant_type,participant_title,athlete_url,athlete_full_name,country_name
Swimming,london-2012,4x100m freestyle relay men,Men,BRONZE,GameTeam,Russian Federation team,,UNDEFINED,Russian Federation
Swimming,london-2012,100m backstroke men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/matt-grevers,Matt GREVERS,United States of America
Swimming,london-2012,100m backstroke men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/nick-thoman,Nick THOMAN,United States of America
Swimming,london-2012,100m backstroke men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/ryosuke-irie,Ryosuke IRIE,Japan
Swimming,london-2012,50m freestyle men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/florent-manaudou,Florent MANAUDOU,France
Swimming,london-2012,50m freestyle men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/cullen-jones,Cullen JONES,United States of America
Swimming,london-2012,50m freestyle men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/cesar-cielo-filho,Cesar CIELO FILHO,Brazil
Swimming,london-2012,4x100m medley relay men,Men,GOLD,GameTeam,United States team,,UNDEFINED,United States of America
Swimming,london-2012,4x100m medley relay men,Men,SILVER,GameTeam,Japan team,,UNDEFINED,Japan
Swimming,london-2012,4x100m medley relay men,Men,BRONZE,GameTeam,Australia team,,UNDEFINED,Australia
Swimming,london-2012,200m butterfly women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/liuyang-jiao,Liuyang JIAO,People's Republic of China
Swimming,london-2012,200m butterfly women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/mireia-belmonte,Mireia BELMONTE,Spain
Swimming,london-2012,200m butterfly women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/natsumi-hoshi,Natsumi HOSHI,Japan
Swimming,london-2012,400m individual medley men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/ryan-lochte,Ryan LOCHTE,United States of America
Swimming,london-2012,400m individual medley men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/thiago-pereira,Thiago PEREIRA,Brazil
Swimming,london-2012,400m individual medley men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/kosuke-hagino,Kosuke HAGINO,Japan
Swimming,london-2012,200m freestyle women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/allison-schmitt,Allison SCHMITT,United States of America
Swimming,london-2012,200m freestyle women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/camille-muffat,Camille MUFFAT,France
Swimming,london-2012,200m freestyle women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/bronte-barratt,Bronte BARRATT,Australia
Swimming,london-2012,4x200m freestyle relay women,Women,GOLD,GameTeam,United States team,,UNDEFINED,United States of America
Swimming,london-2012,4x200m freestyle relay women,Women,SILVER,GameTeam,Australia team,,UNDEFINED,Australia
Swimming,london-2012,4x200m freestyle relay women,Women,BRONZE,GameTeam,France team,,UNDEFINED,France
Swimming,london-2012,200m breaststroke women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/rebecca-soni,Rebecca SONI,United States of America
Swimming,london-2012,200m breaststroke women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/satomi-suzuki,Satomi SUZUKI,Japan
Swimming,london-2012,200m breaststroke women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/yuliya-efimova,Yuliya EFIMOVA,Russian Federation
Swimming,london-2012,200m individual medley men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/michael-phelps-ii,Michael PHELPS,United States of America
Swimming,london-2012,200m individual medley men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/ryan-lochte,Ryan LOCHTE,United States of America
Swimming,london-2012,200m individual medley men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/laszlo-cseh-1,Laszlo CSEH,Hungary
Swimming,london-2012,100m butterfly women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/dana-vollmer,Dana VOLLMER,United States of America
Swimming,london-2012,100m butterfly women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/ying-lu,Ying LU,People's Republic of China
Swimming,london-2012,100m butterfly women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/alicia-coutts,Alicia COUTTS,Australia
Swimming,london-2012,200m freestyle men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/yannick-agnel,Yannick AGNEL,France
Swimming,london-2012,200m freestyle men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/tae-hwan-park,Tae-Hwan PARK,Republic of Korea
Swimming,london-2012,200m freestyle men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/yang-sun,Yang SUN,People's Republic of China
Swimming,london-2012,800m freestyle women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/katie-ledecky,Katie LEDECKY,United States of America
Swimming,london-2012,800m freestyle women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/mireia-belmonte,Mireia BELMONTE,Spain
Swimming,london-2012,800m freestyle women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/rebecca-adlington,Rebecca ADLINGTON,Great Britain
Swimming,london-2012,4x200m freestyle relay men,Men,GOLD,GameTeam,United States team,,UNDEFINED,United States of America
Swimming,london-2012,4x200m freestyle relay men,Men,SILVER,GameTeam,France team,,UNDEFINED,France
Swimming,london-2012,4x200m freestyle relay men,Men,BRONZE,GameTeam,People's Republic of China team,,UNDEFINED,People's Republic of China
Swimming,london-2012,50m freestyle women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/ranomi-kromowidjojo,Ranomi KROMOWIDJOJO,Netherlands
Swimming,london-2012,50m freestyle women,Women,SILVER,Athlete,,,Aleksandra Gerasimenya,Belarus
Swimming,london-2012,50m freestyle women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/marleen-veldhuis,Marleen VELDHUIS,Netherlands
Swimming,london-2012,400m freestyle women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/camille-muffat,Camille MUFFAT,France
Swimming,london-2012,400m freestyle women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/allison-schmitt,Allison SCHMITT,United States of America
Swimming,london-2012,400m freestyle women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/rebecca-adlington,Rebecca ADLINGTON,Great Britain
Swimming,london-2012,1500m freestyle men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/yang-sun,Yang SUN,People's Republic of China
Swimming,london-2012,1500m freestyle men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/ryan-cochrane-1,Ryan COCHRANE,Canada
Swimming,london-2012,1500m freestyle men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/oussama-mallouli,Oussama MALLOULI,Tunisia
Swimming,london-2012,100m freestyle men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/nathan-adrian,Nathan ADRIAN,United States of America
Swimming,london-2012,100m freestyle men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/james-magnussen,James MAGNUSSEN,Australia
Swimming,london-2012,100m freestyle men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/brent-hayden,Brent HAYDEN,Canada
Swimming,london-2012,200m butterfly men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/chad-le-clos,Chad LE CLOS,South Africa
Swimming,london-2012,200m butterfly men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/michael-phelps-ii,Michael PHELPS,United States of America
Swimming,london-2012,200m butterfly men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/takeshi-matsuda,Takeshi MATSUDA,Japan
Swimming,london-2012,4x100m freestyle relay women,Women,GOLD,GameTeam,Australia team,,UNDEFINED,Australia
Swimming,london-2012,4x100m freestyle relay women,Women,SILVER,GameTeam,Netherlands team,,UNDEFINED,Netherlands
Swimming,london-2012,4x100m freestyle relay women,Women,BRONZE,GameTeam,United States team,,UNDEFINED,United States of America
Swimming,london-2012,100m freestyle women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/ranomi-kromowidjojo,Ranomi KROMOWIDJOJO,Netherlands
Swimming,london-2012,100m freestyle women,Women,SILVER,Athlete,,,Aleksandra Gerasimenya,Belarus
Swimming,london-2012,100m freestyle women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/yi-tang,Yi TANG,People's Republic of China
Swimming,london-2012,400m individual medley women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/shiwen-ye,Shiwen YE,People's Republic of China
Swimming,london-2012,400m individual medley women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/elizabeth-beisel,Elizabeth BEISEL,United States of America
Swimming,london-2012,400m individual medley women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/xuanxu-li,Xuanxu LI,People's Republic of China
Swimming,london-2012,400m freestyle men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/yang-sun,Yang SUN,People's Republic of China
Swimming,london-2012,400m freestyle men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/tae-hwan-park,Tae-Hwan PARK,Republic of Korea
Swimming,london-2012,400m freestyle men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/peter-vanderkaay,Peter VANDERKAAY,United States of America
Swimming,london-2012,200m backstroke women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/missy-franklin,Missy FRANKLIN,United States of America
Swimming,london-2012,200m backstroke women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/anastasia-zueva,Anastasia ZUEVA,Russian Federation
Swimming,london-2012,200m backstroke women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/elizabeth-beisel,Elizabeth BEISEL,United States of America
Diving,london-2012,synchronized diving 10m platform men,Men,GOLD,GameTeam,People's Republic of China team,https://olympics.com/en/athletes/yuan-cao,Yuan CAO,People's Republic of China
Diving,london-2012,synchronized diving 10m platform men,Men,GOLD,GameTeam,People's Republic of China team,https://olympics.com/en/athletes/yanquan-zhang,Yanquan ZHANG,People's Republic of China
Diving,london-2012,synchronized diving 10m platform men,Men,SILVER,GameTeam,Mexico team,https://olympics.com/en/athletes/ivan-garcia,Ivan GARCIA,Mexico
Diving,london-2012,synchronized diving 10m platform men,Men,SILVER,GameTeam,Mexico team,https://olympics.com/en/athletes/german-sanchez-2,German SANCHEZ,Mexico
Diving,london-2012,synchronized diving 10m platform men,Men,BRONZE,GameTeam,United States team,https://olympics.com/en/athletes/david-boudia,David BOUDIA,United States of America
Diving,london-2012,synchronized diving 10m platform men,Men,BRONZE,GameTeam,United States team,https://olympics.com/en/athletes/nicholas-mccrory,Nicholas MCCRORY,United States of America
Diving,london-2012,synchronized diving 10m platform women,Women,GOLD,GameTeam,People's Republic of China team,https://olympics.com/en/athletes/ruolin-chen,Ruolin CHEN,People's Republic of China
Diving,london-2012,synchronized diving 10m platform women,Women,GOLD,GameTeam,People's Republic of China team,https://olympics.com/en/athletes/hao-wang-2,Hao WANG,People's Republic of China
Diving,london-2012,synchronized diving 10m platform women,Women,SILVER,GameTeam,Mexico team,https://olympics.com/en/athletes/paola-espinosa-sanchez,Paola ESPINOSA SANCHEZ,Mexico
Diving,london-2012,synchronized diving 10m platform women,Women,SILVER,GameTeam,Mexico team,https://olympics.com/en/athletes/alejandra-orozco,Alejandra OROZCO,Mexico
Diving,london-2012,synchronized diving 10m platform women,Women,BRONZE,GameTeam,Canada team,https://olympics.com/en/athletes/meaghan-benfeito,Meaghan BENFEITO,Canada
Diving,london-2012,synchronized diving 10m platform women,Women,BRONZE,GameTeam,Canada team,https://olympics.com/en/athletes/roseline-filion,Roseline FILION,Canada
Diving,london-2012,3m springboard men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/ilya-zakharov,Ilya ZAKHAROV,Russian Federation
Diving,london-2012,3m springboard men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/kai-qin,Kai QIN,People's Republic of China
Diving,london-2012,3m springboard men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/chong-he,Chong HE,People's Republic of China
Diving,london-2012,synchronized diving 3m springboard women,Women,GOLD,GameTeam,People's Republic of China team,https://olympics.com/en/athletes/zi-he,Zi HE,People's Republic of China
Diving,london-2012,synchronized diving 3m springboard women,Women,GOLD,GameTeam,People's Republic of China team,https://olympics.com/en/athletes/minxia-wu,Minxia WU,People's Republic of China
Diving,london-2012,synchronized diving 3m springboard women,Women,SILVER,GameTeam,United States team,https://olympics.com/en/athletes/kelci-bryant,Kelci BRYANT,United States of America
Diving,london-2012,synchronized diving 3m springboard women,Women,SILVER,GameTeam,United States team,https://olympics.com/en/athletes/abigail-johnston,Abigail JOHNSTON,United States of America
Diving,london-2012,synchronized diving 3m springboard women,Women,BRONZE,GameTeam,Canada team,https://olympics.com/en/athletes/jennifer-abel,Jennifer ABEL,Canada
Diving,london-2012,synchronized diving 3m springboard women,Women,BRONZE,GameTeam,Canada team,https://olympics.com/en/athletes/emilie-heymans,Emilie HEYMANS,Canada
Diving,london-2012,10m platform women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/ruolin-chen,Ruolin CHEN,People's Republic of China
Diving,london-2012,10m platform women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/brittany-broben,Brittany BROBEN,Australia
Diving,london-2012,10m platform women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/pandelela-rinong-pamg,Pandelela Rinong PAMG,Malaysia
Diving,london-2012,10m platform men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/david-boudia,David BOUDIA,United States of America
Diving,london-2012,10m platform men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/bo-qiu,Bo QIU,People's Republic of China
Diving,london-2012,10m platform men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/thomas-daley,Thomas DALEY,Great Britain
Diving,london-2012,3m springboard women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/minxia-wu,Minxia WU,People's Republic of China
Diving,london-2012,3m springboard women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/zi-he,Zi HE,People's Republic of China
Diving,london-2012,3m springboard women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/laura-aleida-sanchez-soto,Laura Aleida SANCHEZ SOTO,Mexico
Diving,london-2012,synchronized diving 3m springboard men,Men,GOLD,GameTeam,People's Republic of China team,https://olympics.com/en/athletes/yutong-luo,Yutong LUO,People's Republic of China
Diving,london-2012,synchronized diving 3m springboard men,Men,GOLD,GameTeam,People's Republic of China team,https://olympics.com/en/athletes/kai-qin,Kai QIN,People's Republic of China
Diving,london-2012,synchronized diving 3m springboard men,Men,SILVER,GameTeam,Russian Federation team,https://olympics.com/en/athletes/evgenii-kuznetsov,Evgenii KUZNETSOV,Russian Federation
Diving,london-2012,synchronized diving 3m springboard men,Men,SILVER,GameTeam,Russian Federation team,https://olympics.com/en/athletes/ilya-zakharov,Ilya ZAKHAROV,Russian Federation
Diving,london-2012,synchronized diving 3m springboard men,Men,BRONZE,GameTeam,United States team,https://olympics.com/en/athletes/troy-dumais,Troy DUMAIS,United States of America
Diving,london-2012,synchronized diving 3m springboard men,Men,BRONZE,GameTeam,United States team,https://olympics.com/en/athletes/kristian-ipsen,Kristian IPSEN,United States of America
Equestrian Jumping,london-2012,Jumping Individual mixed,Open,GOLD,Athlete,,https://olympics.com/en/athletes/steve-guerdat,Steve GUERDAT,Switzerland
Equestrian Jumping,london-2012,Jumping Individual mixed,Open,SILVER,Athlete,,https://olympics.com/en/athletes/gerco-schroder,Gerco SCHRODER,Netherlands
Equestrian Jumping,london-2012,Jumping Individual mixed,Open,BRONZE,Athlete,,https://olympics.com/en/athletes/cian-o-connor,Cian O'CONNOR,Ireland
Equestrian Jumping,london-2012,Jumping Team mixed,Open,GOLD,GameTeam,Great Britain team,,UNDEFINED,Great Britain
Equestrian Jumping,london-2012,Jumping Team mixed,Open,SILVER,GameTeam,Netherlands team,,UNDEFINED,Netherlands
Equestrian Jumping,london-2012,Jumping Team mixed,Open,BRONZE,GameTeam,Kingdom of Saudi Arabia team,,UNDEFINED,Saudi Arabia
Canoe Slalom,london-2012,K1 kayak single women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/emilie-fer,Emilie FER,France
Canoe Slalom,london-2012,K1 kayak single women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/jessica-fox,Jessica FOX,Australia
Canoe Slalom,london-2012,K1 kayak single women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/maialen-chourraut,Maialen CHOURRAUT,Spain
Canoe Slalom,london-2012,K1 kayak single men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/daniele-molmenti,Daniele MOLMENTI,Italy
Canoe Slalom,london-2012,K1 kayak single men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/vavrinec-hradilek,Vavrinec HRADILEK,Czech Republic
Canoe Slalom,london-2012,K1 kayak single men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/hannes-aigner,Hannes AIGNER,Germany
Canoe Slalom,london-2012,C2 canoe double men,Men,GOLD,GameTeam,Great Britain team #1,https://olympics.com/en/athletes/tim-baillie,Tim BAILLIE,Great Britain
Canoe Slalom,london-2012,C2 canoe double men,Men,GOLD,GameTeam,Great Britain team #1,https://olympics.com/en/athletes/etienne-stott,Etienne STOTT,Great Britain
Canoe Slalom,london-2012,C2 canoe double men,Men,SILVER,GameTeam,Great Britain team #2,https://olympics.com/en/athletes/david-florence,David FLORENCE,Great Britain
Canoe Slalom,london-2012,C2 canoe double men,Men,SILVER,GameTeam,Great Britain team #2,https://olympics.com/en/athletes/richard-hounslow,Richard HOUNSLOW,Great Britain
Canoe Slalom,london-2012,C2 canoe double men,Men,BRONZE,GameTeam,Slovakia team,https://olympics.com/en/athletes/pavol-hochschorner,Pavol HOCHSCHORNER,Slovakia
Canoe Slalom,london-2012,C2 canoe double men,Men,BRONZE,GameTeam,Slovakia team,https://olympics.com/en/athletes/peter-hochschorner,Peter HOCHSCHORNER,Slovakia
Canoe Slalom,london-2012,C1 canoe single men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/tony-estanguet,Tony ESTANGUET,France
Canoe Slalom,london-2012,C1 canoe single men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/sideris-tasiadis,Sideris TASIADIS,Germany
Canoe Slalom,london-2012,C1 canoe single men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/michal-martikan,Michal MARTIKAN,Slovakia
Hockey,london-2012,hockey women,Women,GOLD,GameTeam,Netherlands team,,UNDEFINED,Netherlands
Hockey,london-2012,hockey women,Women,SILVER,GameTeam,Argentina team,,UNDEFINED,Argentina
Hockey,london-2012,hockey women,Women,BRONZE,GameTeam,Great Britain team,,UNDEFINED,Great Britain
Hockey,london-2012,hockey men,Men,GOLD,GameTeam,Germany team,,UNDEFINED,Germany
Hockey,london-2012,hockey men,Men,SILVER,GameTeam,Netherlands team,,UNDEFINED,Netherlands
Hockey,london-2012,hockey men,Men,BRONZE,GameTeam,Australia team,,UNDEFINED,Australia
Cycling Mountain Bike,london-2012,cross-country men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/jaroslav-kulhavy,Jaroslav KULHAVY,Czech Republic
Cycling Mountain Bike,london-2012,cross-country men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/nino-schurter,Nino SCHURTER,Switzerland
Cycling Mountain Bike,london-2012,cross-country men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/marco-aurelio-fontana,Marco Aurelio FONTANA,Italy
Cycling Mountain Bike,london-2012,cross-country women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/julie-bresset,Julie BRESSET,France
Cycling Mountain Bike,london-2012,cross-country women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/sabine-spitz,Sabine SPITZ,Germany
Cycling Mountain Bike,london-2012,cross-country women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/georgia-gould,Georgia GOULD,United States of America
Football,london-2012,football women,Women,GOLD,GameTeam,United States team,,UNDEFINED,United States of America
Football,london-2012,football women,Women,SILVER,GameTeam,Japan team,,UNDEFINED,Japan
Football,london-2012,football women,Women,BRONZE,GameTeam,Canada team,,UNDEFINED,Canada
Football,london-2012,football men,Men,GOLD,GameTeam,Mexico team,,UNDEFINED,Mexico
Football,london-2012,football men,Men,SILVER,GameTeam,Brazil team,,UNDEFINED,Brazil
Football,london-2012,football men,Men,BRONZE,GameTeam,Republic of Korea team,,UNDEFINED,Republic of Korea
Water Polo,london-2012,water polo men,Men,GOLD,GameTeam,Croatia team,,UNDEFINED,Croatia
Water Polo,london-2012,water polo men,Men,SILVER,GameTeam,Italy team,,UNDEFINED,Italy
Water Polo,london-2012,water polo men,Men,BRONZE,GameTeam,Serbia team,,UNDEFINED,Serbia
Water Polo,london-2012,water polo women,Women,GOLD,GameTeam,United States team,,UNDEFINED,United States of America
Water Polo,london-2012,water polo women,Women,SILVER,GameTeam,Spain team,,UNDEFINED,Spain
Water Polo,london-2012,water polo women,Women,BRONZE,GameTeam,Australia team,,UNDEFINED,Australia
Volleyball,london-2012,volleyball women,Women,GOLD,GameTeam,Brazil team,,UNDEFINED,Brazil
Volleyball,london-2012,volleyball women,Women,SILVER,GameTeam,United States team,,UNDEFINED,United States of America
Volleyball,london-2012,volleyball women,Women,BRONZE,GameTeam,Japan team,,UNDEFINED,Japan
Volleyball,london-2012,volleyball men,Men,GOLD,GameTeam,Russian Federation team,,UNDEFINED,Russian Federation
Volleyball,london-2012,volleyball men,Men,SILVER,GameTeam,Brazil team,,UNDEFINED,Brazil
Volleyball,london-2012,volleyball men,Men,BRONZE,GameTeam,Italy team,,UNDEFINED,Italy
Handball,london-2012,handball men,Men,GOLD,GameTeam,France team,,UNDEFINED,France
Handball,london-2012,handball men,Men,SILVER,GameTeam,Sweden team,,UNDEFINED,Sweden
Handball,london-2012,handball men,Men,BRONZE,GameTeam,Croatia team,,UNDEFINED,Croatia
Handball,london-2012,handball women,Women,GOLD,GameTeam,Norway team,,UNDEFINED,Norway
Handball,london-2012,handball women,Women,SILVER,GameTeam,Montenegro team,,UNDEFINED,Montenegro
Handball,london-2012,handball women,Women,BRONZE,GameTeam,Spain team,,UNDEFINED,Spain
Synchronized Swimming,london-2012,team women,Women,GOLD,GameTeam,Russian Federation team,,UNDEFINED,Russian Federation
Synchronized Swimming,london-2012,team women,Women,SILVER,GameTeam,People's Republic of China team,,UNDEFINED,People's Republic of China
Synchronized Swimming,london-2012,team women,Women,BRONZE,GameTeam,Spain team,,UNDEFINED,Spain
Synchronized Swimming,london-2012,duet women,Women,GOLD,GameTeam,Russian Federation team,https://olympics.com/en/athletes/natalia-ishchenko,Natalia ISHCHENKO,Russian Federation
Synchronized Swimming,london-2012,duet women,Women,GOLD,GameTeam,Russian Federation team,https://olympics.com/en/athletes/svetlana-romashina,Svetlana ROMASHINA,Russian Federation
Synchronized Swimming,london-2012,duet women,Women,SILVER,GameTeam,Spain team,https://olympics.com/en/athletes/ona-carbonell,Ona CARBONELL,Spain
Synchronized Swimming,london-2012,duet women,Women,SILVER,GameTeam,Spain team,https://olympics.com/en/athletes/andrea-fuentes-fache,Andrea FUENTES FACHE,Spain
Synchronized Swimming,london-2012,duet women,Women,BRONZE,GameTeam,People's Republic of China team,https://olympics.com/en/athletes/xuechen-huang,Xuechen HUANG,People's Republic of China
Synchronized Swimming,london-2012,duet women,Women,BRONZE,GameTeam,People's Republic of China team,https://olympics.com/en/athletes/ou-liu,Ou LIU,People's Republic of China
Cycling BMX,london-2012,Individual women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/mariana-pajon,Mariana PAJÓN,Colombia
Cycling BMX,london-2012,Individual women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/sarah-walker,Sarah WALKER,New Zealand
Cycling BMX,london-2012,Individual women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/laura-smulders,Laura SMULDERS,Netherlands
Cycling BMX,london-2012,Individual men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/maris-strombergs,Maris STROMBERGS,Latvia
Cycling BMX,london-2012,Individual men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/sam-willoughby,Sam WILLOUGHBY,Australia
Cycling BMX,london-2012,Individual men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/carlos-mario-oquendo-zabala,Carlos Mario OQUENDO ZABALA,Colombia
Sailing,london-2012,49er - Skiff men,Men,GOLD,GameTeam,Australia team,https://olympics.com/en/athletes/iain-jensen,Iain JENSEN,Australia
Sailing,london-2012,49er - Skiff men,Men,GOLD,GameTeam,Australia team,https://olympics.com/en/athletes/nathan-outteridge,Nathan OUTTERIDGE,Australia
Sailing,london-2012,49er - Skiff men,Men,SILVER,GameTeam,New Zealand team,https://olympics.com/en/athletes/peter-burling,Peter BURLING,New Zealand
Sailing,london-2012,49er - Skiff men,Men,SILVER,GameTeam,New Zealand team,https://olympics.com/en/athletes/blair-tuke,Blair TUKE,New Zealand
Sailing,london-2012,49er - Skiff men,Men,BRONZE,GameTeam,Denmark team,https://olympics.com/en/athletes/peter-lang-1,Peter LANG,Denmark
Sailing,london-2012,49er - Skiff men,Men,BRONZE,GameTeam,Denmark team,https://olympics.com/en/athletes/allan-norregaard,Allan NORREGAARD,Denmark
Sailing,london-2012,470 - Two Person Dinghy men,Men,GOLD,GameTeam,Australia team,https://olympics.com/en/athletes/mathew-belcher,Mathew BELCHER,Australia
Sailing,london-2012,470 - Two Person Dinghy men,Men,GOLD,GameTeam,Australia team,https://olympics.com/en/athletes/malcolm-page,Malcolm PAGE,Australia
Sailing,london-2012,470 - Two Person Dinghy men,Men,SILVER,GameTeam,Great Britain team,https://olympics.com/en/athletes/stuart-bithell,Stuart BITHELL,Great Britain
Sailing,london-2012,470 - Two Person Dinghy men,Men,SILVER,GameTeam,Great Britain team,https://olympics.com/en/athletes/luke-patience,Luke PATIENCE,Great Britain
Sailing,london-2012,470 - Two Person Dinghy men,Men,BRONZE,GameTeam,Argentina team,https://olympics.com/en/athletes/lucas-calabrese,Lucas CALABRESE,Argentina
Sailing,london-2012,470 - Two Person Dinghy men,Men,BRONZE,GameTeam,Argentina team,https://olympics.com/en/athletes/juan-maria-de-la-fuente,Juan Maria DE LA FUENTE,Argentina
Sailing,london-2012,RSX - Windsurfer men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/dorian-van-rijsselberghe,Dorian VAN RIJSSELBERGHE,Netherlands
Sailing,london-2012,RSX - Windsurfer men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/nick-dempsey-1,Nick DEMPSEY,Great Britain
Sailing,london-2012,RSX - Windsurfer men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/przemyslaw-miarczynski,Przemyslaw MIARCZYNSKI,Poland
Sailing,london-2012,Laser Radial - One Person Dinghy women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/lijia-xu,Lijia XU,People's Republic of China
Sailing,london-2012,Laser Radial - One Person Dinghy women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/marit-bouwmeester,Marit BOUWMEESTER,Netherlands
Sailing,london-2012,Laser Radial - One Person Dinghy women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/evi-van-acker,Evi VAN ACKER,Belgium
Sailing,london-2012,RSX - Windsurfer women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/marina-alabau-neira,Marina ALABAU NEIRA,Spain
Sailing,london-2012,RSX - Windsurfer women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/tuuli-petaja-siren,Tuuli PETAJA-SIREN,Finland
Sailing,london-2012,RSX - Windsurfer women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/zofia-noceti-klepacka,Zofia NOCETI-KLEPACKA,Poland
Sailing,london-2012,Star - Keelboat men,Men,GOLD,GameTeam,Sweden team,https://olympics.com/en/athletes/max-salminen,Max SALMINEN,Sweden
Sailing,london-2012,Star - Keelboat men,Men,GOLD,GameTeam,Sweden team,https://olympics.com/en/athletes/fredrik-loof,Fredrik LOOF,Sweden
